"ciudad","fecha","pp","ant_log","ant_op","prob","prob_corte","evento_log","Iop","umbral_op","evento_op"
"8061",2026-09-02,1.2,4.1,20.8,0,0.015,0,22,94.1,0
"8065",2026-09-02,0.9,3.5,26.8,0.001,0.001,1,27.7,4.5,1
"8076",2026-09-02,0.3,1,1,0.001,0.105,0,1.3,44.3,0
"8077",2026-09-02,0.2,0.6,0.6,0.002,0.015,0,0.9,48.8,0
"8078",2026-09-02,0.2,0.5,0.5,0.001,0.006,0,0.7,32.5,0
"8079",2026-09-02,0.3,0.5,0.5,0,0.008,0,0.8,25.5,0
"8080",2026-09-02,0.3,0.6,0.6,0,0.234,0,1,58.7,0
"8081",2026-09-02,0.4,1.4,1.5,0,0.122,0,1.8,80.8,0
"8082",2026-09-02,0.4,2.9,3.2,0,0.097,0,3.6,78.8,0
"8083",2026-09-02,0.5,3.3,3.7,0,0.115,0,4.2,83.9,0
"8084",2026-09-02,0.5,25.4,0.4,0.001,0.095,0,0.9,13.1,0
"8088",2026-09-02,0.1,0.1,0.4,0.001,0.022,0,0.5,47.3,0
"8089",2026-09-02,0.1,0.3,0.1,0.001,0.053,0,0.2,12.2,0
"8090",2026-09-02,0.2,0.2,5.5,0.003,0.013,0,5.7,39,0
"8095",2026-09-02,0.2,0.3,0.7,0.002,0.217,0,0.9,81.9,0
"8096",2026-09-02,0.2,0.3,0.6,0.002,0.432,0,0.8,112.5,0
"8097",2026-09-02,0.1,0.9,0.9,0.001,0.001,1,1.1,1.3,0
"8108",2026-09-02,0,0,0,0,0.745,0,0.1,7.5,0
"8109",2026-09-02,0,0,0,0,0.748,0,0.1,6.1,0
"8110",2026-09-02,0,0,0,0,0.75,0,0,3.8,0
"8111",2026-09-02,0,0,0,0.001,0.999,0,0,7.1,0
"8112",2026-09-02,0,0.4,0.1,0.001,0.134,0,0.1,3.6,0
"8254",2026-09-02,21.7,32.6,32.6,0,0.006,0,54.3,241.1,0
"8255",2026-09-02,18.1,30.8,30.8,0,0.02,0,48.8,283.3,0
"8256",2026-09-02,11.5,53.7,41.4,0,0.049,0,52.8,265.6,0
"8257",2026-09-02,8.8,51.4,51.4,0,0.075,0,60.2,248.6,0
"8258",2026-09-02,10,52.1,52.1,0,0.019,0,62.1,238.8,0
"8259",2026-09-02,9.8,47.8,47.8,0,0.006,0,57.7,191.6,0
"8267",2026-09-02,2.4,7.8,41.5,0.001,0.001,1,43.9,154.2,0
"8268",2026-09-02,0.9,6.9,45,0.001,0,1,45.8,207.9,0
"8269",2026-09-02,1,7.9,53.2,0,0.005,0,54.2,235.2,0
"8270",2026-09-02,2.7,57.5,57.5,0,0.028,0,60.2,218.7,0
"8271",2026-09-02,2.4,47.6,47.6,0,0.061,0,50,146,0
"8273",2026-09-02,1.8,4.1,4.1,0,0.017,0,5.9,56.6,0
"8274",2026-09-02,1.3,3.4,0.7,0,0.023,0,2,46.3,0
"8275",2026-09-02,1,0.6,0.6,0.001,0.019,0,1.5,36.4,0
"8276",2026-09-02,1.3,6.3,6.7,0.001,0.001,1,8,1.2,1
"8289",2026-09-02,0.2,0.4,0.4,0,0.124,0,0.6,41.2,0
"8290",2026-09-02,0.2,0.4,0.4,0,0.575,0,0.6,37.7,0
"8291",2026-09-02,0.3,3.8,4.3,0.001,0.186,0,4.6,68.8,0
"8292",2026-09-02,0.4,1.6,1.6,0,0.218,0,2,53.5,0
"8293",2026-09-02,0.6,2.8,2.8,0.001,0.24,0,3.4,83.3,0
"8294",2026-09-02,0.8,3.6,3.6,0.001,0.098,0,4.4,66.7,0
"8295",2026-09-02,0.5,4.3,5.6,0.001,0.041,0,6.1,84.8,0
"8296",2026-09-02,0.4,30,25.3,0,0.032,0,25.7,61.5,0
"8298",2026-09-02,0.1,0.3,0.3,0,0.09,0,0.4,62.9,0
"8299",2026-09-02,0,0,3.4,0.001,0.217,0,3.4,101.3,0
"8300",2026-09-02,0.1,6.3,6.3,0,0.122,0,6.4,58.8,0
"8304",2026-09-02,0.4,1.9,2,0.002,0.014,0,2.3,41,0
"8305",2026-09-02,0.3,0.6,1.9,0.002,0.016,0,2.2,73.8,0
"8306",2026-09-02,0.3,3.3,2,0.001,0.089,0,2.2,96.7,0
"8307",2026-09-02,0.3,0.6,2.9,0,0,1,3.2,2.8,1
"8308",2026-09-02,0.2,1.1,0.4,0.001,0.123,0,0.5,76.3,0
"8309",2026-09-02,0,0,0.5,0.001,0.082,0,0.5,71.3,0
"8311",2026-09-02,0,0.2,0,0,0.216,0,0.1,37.6,0
"8318",2026-09-02,0,0,0,0,0.502,0,0.1,7.4,0
"8319",2026-09-02,0,0,0,0,0.103,0,0.1,3.2,0
"8320",2026-09-02,0,0,0,0,0.256,0,0.1,3.3,0
"8466",2026-09-02,13.8,47.6,47.6,0,0.064,0,61.3,245.4,0
"8467",2026-09-02,10.4,41.5,41.5,0,0.098,0,51.9,236,0
"8468",2026-09-02,11.2,42.7,42.7,0,0.018,0,54,216.1,0
"8469",2026-09-02,12.2,48,48,0,0.01,0,60.2,196.7,0
"8477",2026-09-02,2.1,54.2,54.2,0,0.012,0,56.4,169.9,0
"8478",2026-09-02,0.5,44,44,0,0,1,44.5,130.3,0
"8479",2026-09-02,0.5,5.8,5.5,0,0.246,0,6,86.9,0
"8480",2026-09-02,2.5,8.4,69.3,0.001,0.001,1,71.8,6.9,1
"8481",2026-09-02,3.4,80.7,10.7,0,0,1,14.1,137,0
"8482",2026-09-02,3.1,62.6,51.1,0.001,0,1,54.2,2.3,1
"8483",2026-09-02,2.7,1.5,1.5,0.001,0.001,1,4.3,1.8,1
"8484",2026-09-02,1.9,5.4,1.1,0,0.026,0,3,42.9,0
"8485",2026-09-02,1.2,0.8,0.8,0.002,0.019,0,2,32.9,0
"8486",2026-09-02,1.6,6.4,45.4,0.001,0.001,1,47,5.1,1
"8501",2026-09-02,0.4,4.4,0.9,0,0.08,0,1.3,36.9,0
"8502",2026-09-02,0.3,1.1,1.1,0.001,0.212,0,1.4,41.3,0
"8503",2026-09-02,0.5,1.4,1.6,0.002,0.027,0,2.1,54.9,0
"8504",2026-09-02,0.9,2.8,3.3,0.001,0.078,0,4.2,66.4,0
"8505",2026-09-02,0.7,3.1,4.1,0.001,0.047,0,4.8,74.7,0
"8506",2026-09-02,0.7,19.6,3.2,0,0.109,0,3.9,61.6,0
"8508",2026-09-02,0.2,0.7,0.5,0.001,0.018,0,0.7,37,0
"8509",2026-09-02,0,7.5,0.1,0.001,0.04,0,0.1,36.1,0
"8510",2026-09-02,0.1,0.4,0.4,0.001,0.026,0,0.5,24.7,0
"8511",2026-09-02,0.3,7.1,7.1,0,0.003,0,7.4,34,0
"8512",2026-09-02,0.4,2,0.4,0.001,0.118,0,0.8,13.4,0
"8515",2026-09-02,0.4,5,5.1,0.002,0.019,0,5.5,56.2,0
"8517",2026-09-02,0.3,3.8,5,0.001,0.001,1,5.3,1.6,1
"8518",2026-09-02,0.1,1.7,1.7,0,0.002,0,1.9,66.2,0
"8527",2026-09-02,0,0,0,0,0.675,0,0.1,54.2,0
"8528",2026-09-02,0,0,0,0,0.163,0,0.1,10.1,0
"8529",2026-09-02,0,0.1,0.1,0.001,0.013,0,0.1,5,0
"8530",2026-09-02,0,0.1,0.1,0.001,0.012,0,0.1,2.7,0
"8677",2026-09-02,12,49.2,49.2,0,0.02,0,61.1,201.8,0
"8678",2026-09-02,12.2,48.9,48.9,0,0.014,0,61.1,182.7,0
"8679",2026-09-02,12.1,64.8,64.8,0.001,0.009,0,76.9,167.9,0
"8687",2026-09-02,2.3,72.2,72.2,0,0.012,0,74.5,192.3,0
"8688",2026-09-02,0.9,46.9,56.4,0.001,0,1,57.3,3.8,1
"8689",2026-09-02,0.8,5,41.2,0.001,0.297,0,42,0.3,1
"8690",2026-09-02,1.6,5.4,49.4,0.003,0.29,0,51,2.1,1
"8691",2026-09-02,2.7,56.2,8.3,0,0,1,11,1.1,1
"8692",2026-09-02,3.6,59.3,59.3,0,0,1,62.9,309.3,0
"8693",2026-09-02,3.1,48.9,48.9,0,0.009,0,52.1,207.3,0
"8694",2026-09-02,2,42.5,6.6,0.001,0,1,8.6,1.2,1
"8711",2026-09-02,0.9,13.7,2.3,0.001,0.041,0,3.2,52,0
"8712",2026-09-02,0.6,15.3,2.3,0.001,0.042,0,2.9,43.5,0
"8713",2026-09-02,0.3,1.2,1.4,0.001,0.011,0,1.7,29.9,0
"8714",2026-09-02,0.4,1,1.2,0.001,0.008,0,1.6,30.4,0
"8715",2026-09-02,0.5,8.6,8.6,0.001,0.111,0,9.1,93.8,0
"8716",2026-09-02,0.6,9,1.6,0,0,1,2.2,36.8,0
"8717",2026-09-02,0.6,8.6,8.6,0,0,1,9.2,0.1,1
"8718",2026-09-02,0.3,5.8,5,0,0.27,0,5.4,96.6,0
"8719",2026-09-02,0.1,4.2,4.2,0,0.106,0,4.4,83.6,0
"8720",2026-09-02,0.2,0.2,0.5,0.001,0.017,0,0.7,28.4,0
"8727",2026-09-02,0.1,5.3,0.2,0.001,0.006,0,0.3,13.1,0
"8728",2026-09-02,0.1,2.2,2.2,0,0.002,0,2.3,77.3,0
"8730",2026-09-02,0.2,0.6,0.6,0,0.064,0,0.8,130.1,0
"8731",2026-09-02,0.2,0.5,0.5,0,0.105,0,0.7,113.9,0
"8738",2026-09-02,0,0.1,0.1,0,0.788,0,0.1,18.3,0
"8739",2026-09-02,0.1,0.1,0.1,0,0.497,0,0.2,10.7,0
"8740",2026-09-02,0,0.1,0.1,0.001,0.083,0,0.1,3.9,0
"8742",2026-09-02,0.1,0.4,0.4,0.002,0.191,0,0.5,7.7,0
"8888",2026-09-02,12.7,50.6,50.6,0.001,0.008,0,63.4,153.7,0
"8897",2026-09-02,2.7,66.3,66.3,0,0.01,0,69,237.8,0
"8898",2026-09-02,1.6,50.9,50.9,0,0.01,0,52.5,176.1,0
"8899",2026-09-02,1.4,0.8,46.4,0,0.189,0,47.8,160.7,0
"8900",2026-09-02,1.1,36.8,0.6,0,0.019,0,1.7,56.3,0
"8901",2026-09-02,1.4,24.1,27,0.001,0.089,0,28.4,264.5,0
"8902",2026-09-02,2.3,8.5,32.6,0.001,0.094,0,34.9,382.5,0
"8903",2026-09-02,2.4,7.2,42.3,0.001,0.067,0,44.7,291.1,0
"8904",2026-09-02,1.9,5.5,44.2,0.001,0.107,0,46.1,6.4,1
"8905",2026-09-02,1.9,45.5,1.6,0.001,0,1,3.4,47.6,0
"8921",2026-09-02,2,5.4,6.2,0.001,0.007,0,8.1,49,0
"8922",2026-09-02,1.5,5.5,5.5,0.001,0.005,0,7,33,0
"8923",2026-09-02,0.6,3.6,3,0.001,0.009,0,3.7,20.2,0
"8924",2026-09-02,0.3,1,1,0.001,0.068,0,1.3,24.1,0
"8925",2026-09-02,0.2,3,0.2,0.001,0.105,0,0.4,16.8,0
"8926",2026-09-02,0.3,3.7,3.7,0,0,1,4,0.1,1
"8927",2026-09-02,0.4,4.2,4.2,0,0,1,4.5,0.1,1
"8928",2026-09-02,0.3,2.5,2.5,0,0.318,0,2.8,67.7,0
"8929",2026-09-02,0.2,2.1,2.1,0,0.147,0,2.4,78,0
"8930",2026-09-02,0.3,3,3,0.001,0.001,1,3.3,0.5,1
"8934",2026-09-02,0.2,8,8,0.001,0.007,0,8.2,72,0
"8939",2026-09-02,0.2,1.7,1.7,0,0.208,0,1.9,74.3,0
"8940",2026-09-02,0.3,1.2,1.2,0,0.061,0,1.5,90.5,0
"8947",2026-09-02,0,0,0,0,0.681,0,0.1,22.9,0
"8948",2026-09-02,0.1,0.1,0.1,0,0.793,0,0.2,14.4,0
"8949",2026-09-02,0.1,0.1,0.1,0,0.969,0,0.2,9.6,0
"8950",2026-09-02,0,0.1,0.1,0,0.805,0,0.1,9,0
"8951",2026-09-02,0,0.1,0.1,0,0.612,0,0.1,7.6,0
"8952",2026-09-02,0.1,0.3,0.1,0.001,0.311,0,0.2,3.3,0
"8957",2026-09-02,0,0.1,0.1,0.001,0.42,0,0.1,4.9,0
"8958",2026-09-02,0,0.1,0.2,0.002,0.231,0,0.2,6.6,0
"8959",2026-09-02,0,0,NA,0.01,NA,NA,NA,NA,NA
"8960",2026-09-02,0,0.3,NA,0.009,NA,NA,NA,NA,NA
"8961",2026-09-02,0,0.2,NA,0.011,NA,NA,NA,NA,NA
"900",2026-09-02,0,0.1,0.1,0.002,0.253,0,0.2,60.2,0
"901",2026-09-02,0,0.2,0.1,0.001,0.035,0,0.2,42.2,0
"902",2026-09-02,0,0.2,0.1,0.001,0.369,0,0.1,37.3,0
"903",2026-09-02,0,0.1,0.1,0.002,0.016,0,0.2,88.3,0
"904",2026-09-02,0,0.1,0.1,0.002,0.145,0,0.1,117.9,0
"905",2026-09-02,0,0,0.1,0.001,0.014,0,0.1,193.7,0
"906",2026-09-02,0,0.1,0.1,0.001,0.039,0,0.1,175.5,0
"907",2026-09-02,0,0.1,0.1,0.002,0.027,0,0.1,237.6,0
"908",2026-09-02,0,0,0,0.001,0.002,0,0.1,33.2,0
"909",2026-09-02,0,0,0,0.001,0.15,0,0,47.9,0
"910",2026-09-02,0,0,0,0.001,0.047,0,0,21.8,0
"9107",2026-09-02,3.6,8.7,61.9,0,0.005,0,65.4,256.7,0
"9108",2026-09-02,2.6,46.1,46.1,0,0.01,0,48.7,184.9,0
"9109",2026-09-02,2,37.9,37.9,0,0.029,0,39.9,173,0
"911",2026-09-02,0,0,0,0,0.004,0,0,42.1,0
"9110",2026-09-02,1.2,4.3,4.3,0.001,0.333,0,5.5,142.8,0
"9111",2026-09-02,0.8,4,22.4,0.001,0.362,0,23.2,223,0
"9112",2026-09-02,1.1,6.9,25.1,0.001,0.117,0,26.2,240.7,0
"9113",2026-09-02,1.6,6.6,42.8,0,0.174,0,44.4,241.8,0
"9114",2026-09-02,1.9,6,1.8,0.001,0.182,0,3.7,77.5,0
"9115",2026-09-02,2.2,6.1,2.3,0.001,0.116,0,4.5,65.6,0
"9116",2026-09-02,2.6,2.7,2.7,0,0.061,0,5.2,69.8,0
"9117",2026-09-02,2.3,2.3,9.7,0,0.02,0,12,480.8,0
"9118",2026-09-02,2.1,2,9.8,0,0.013,0,11.9,757.8,0
"9119",2026-09-02,2.1,1.9,8.9,0,0.224,0,11,764.5,0
"912",2026-09-02,0,0,0,0,0.003,0,0.1,30.4,0
"913",2026-09-02,0,0,0,0.002,0.279,0,0,25.9,0
"9131",2026-09-02,2.7,8.9,78.4,0.001,0.004,0,81.1,138.9,0
"9132",2026-09-02,2.9,9.1,9.1,0.001,0.005,0,12,35.4,0
"9133",2026-09-02,2.1,6.6,6.6,0.001,0.007,0,8.7,23.9,0
"9134",2026-09-02,0.9,2.4,2.9,0.002,0.012,0,3.8,28.6,0
"9135",2026-09-02,0.6,5.9,1.2,0.001,0.088,0,1.8,23.1,0
"9136",2026-09-02,0.6,5.6,1.1,0.001,0.068,0,1.7,24.3,0
"9137",2026-09-02,0.5,4.9,1,0,0.091,0,1.5,28.3,0
"9138",2026-09-02,0.3,3,3,0,0.16,0,3.3,46.6,0
"914",2026-09-02,0,0,0,0.002,0.379,0,0,56,0
"9144",2026-09-02,0.3,0.4,0.4,0.001,0.038,0,0.7,19.2,0
"9145",2026-09-02,0.2,0.3,0.3,0,0.022,0,0.5,21.8,0
"9147",2026-09-02,0.3,0.3,8.9,0.005,0.005,1,9.2,28.8,0
"9158",2026-09-02,0.1,0.1,0.1,0,0.522,0,0.2,13.1,0
"9160",2026-09-02,0.1,0.1,0.1,0,0.655,0,0.1,17.8,0
"9161",2026-09-02,0.1,0.1,0.1,0,0.085,0,0.1,22.1,0
"9162",2026-09-02,0.1,0.1,0.1,0,0.712,0,0.2,20.1,0
"9167",2026-09-02,0,0.1,0.1,0.001,0.575,0,0.1,11,0
"9168",2026-09-02,0,0.2,NA,0.009,NA,NA,NA,NA,NA
"9169",2026-09-02,0,0.1,NA,0.011,NA,NA,NA,NA,NA
"9170",2026-09-02,0,0.2,NA,0.014,NA,NA,NA,NA,NA
"9171",2026-09-02,0,0.3,NA,0.02,NA,NA,NA,NA,NA
"9172",2026-09-02,0,0.1,NA,0.013,NA,NA,NA,NA,NA
"9318",2026-09-02,3.9,56.3,56.3,0,0.033,0,60.2,256.1,0
"9319",2026-09-02,3,42,42,0,0.039,0,45,254.5,0
"9320",2026-09-02,1.3,27,27,0.002,0.002,1,28.3,2.7,1
"9321",2026-09-02,0.6,16.8,2,0.002,0.308,0,2.6,194.3,0
"9322",2026-09-02,0.4,2.9,0.3,0.001,0.213,0,0.7,94.8,0
"9323",2026-09-02,1.1,4.8,1.3,0.002,0.154,0,2.3,103,0
"9324",2026-09-02,1.5,5.5,2.1,0.003,0.104,0,3.6,92.2,0
"9325",2026-09-02,2,6.1,78.5,0.003,0.104,0,80.5,3.6,1
"9326",2026-09-02,2.5,92,3.2,0,0,1,5.7,91.8,0
"9327",2026-09-02,2.2,98.7,2.6,0,0.004,0,4.8,94.5,0
"9328",2026-09-02,1.5,100.2,1.7,0,0.21,0,3.2,140.6,0
"9329",2026-09-02,1.3,1.4,6.9,0,0.012,0,8.2,803.9,0
"9330",2026-09-02,1.1,1.1,4.8,0,0.042,0,5.9,722.8,0
"9331",2026-09-02,1.1,0.9,4.6,0.001,0.051,0,5.7,472.9,0
"9332",2026-09-02,1.7,64.2,64.2,0,0,1,65.8,16.5,1
"9342",2026-09-02,4.4,10,11.6,0.001,0.003,0,16,51.6,0
"9343",2026-09-02,3.9,8.3,9.8,0.003,0.017,0,13.7,42.7,0
"9344",2026-09-02,2.1,4.4,5.3,0.002,0.024,0,7.4,37.6,0
"9345",2026-09-02,1.3,2.4,2.4,0,0.087,0,3.8,36.9,0
"9346",2026-09-02,1.2,9.1,1.9,0.001,0.001,1,3.1,42.5,0
"9347",2026-09-02,1,8.2,8.2,0.001,0.001,1,9.2,0.1,1
"9348",2026-09-02,0.6,5.6,5.6,0,0,1,6.2,0.1,1
"9349",2026-09-02,0.3,3.4,3.4,0,0.228,0,3.7,63.5,0
"9350",2026-09-02,0.4,0.3,0.3,0,0.045,0,0.7,5,0
"9351",2026-09-02,0.4,0.7,3,0,0.011,0,3.4,48,0
"9355",2026-09-02,0.3,3.1,0.6,0.001,0.004,0,0.9,17.4,0
"9356",2026-09-02,0.3,0.3,0.5,0.001,0.003,0,0.7,19,0
"9357",2026-09-02,0.3,0.4,3.6,0.001,0.206,0,4,0.1,1
"9358",2026-09-02,0.4,0.5,8.4,0.001,0.279,0,8.8,0.6,1
"9369",2026-09-02,0,0,0,0,0.157,0,0.1,13.5,0
"9370",2026-09-02,0.1,0.1,0.1,0,0.034,0,0.3,36.7,0
"9371",2026-09-02,0.1,0,0,0,0.722,0,0.1,36.4,0
"9377",2026-09-02,0,0,0,0,0.313,0,0.1,15.7,0
"9378",2026-09-02,0,0.1,0.1,0.001,0.608,0,0.1,29,0
"9379",2026-09-02,0,0.1,NA,0.007,NA,NA,NA,NA,NA
"9380",2026-09-02,0,0.1,NA,0.01,NA,NA,NA,NA,NA
"9381",2026-09-02,0,0.1,NA,0.012,NA,NA,NA,NA,NA
"9382",2026-09-02,0,0.1,NA,0.014,NA,NA,NA,NA,NA
"9383",2026-09-02,0,0.3,NA,0.013,NA,NA,NA,NA,NA
"9526",2026-09-02,5.7,12.3,87.9,0,0,1,93.6,37.1,1
"9528",2026-09-02,5.3,3.5,82.5,0.001,0.106,0,87.8,307.4,0
"9529",2026-09-02,4.1,3,68.8,0.001,0.145,0,73,304,0
"9530",2026-09-02,1.8,45,45,0,0.038,0,46.9,269.2,0
"9531",2026-09-02,0.6,0.6,3.4,0.001,0.025,0,4.1,138.4,0
"9532",2026-09-02,0.4,28.9,0.6,0.001,0.08,0,1,84.2,0
"9533",2026-09-02,0.6,2.7,48,0.003,0.081,0,48.7,2.2,1
"9534",2026-09-02,0.8,3.9,66.6,0.002,0.074,0,67.5,0.9,1
"9535",2026-09-02,1.6,4.8,3.2,0.003,0.072,0,4.8,100.5,0
"9536",2026-09-02,2,75.8,75.8,0.003,0.002,1,77.8,3.7,1
"9537",2026-09-02,2.1,83.8,83.8,0.002,0.002,1,85.8,5.4,1
"9538",2026-09-02,1.8,88,2.4,0,0.008,0,4.3,99.4,0
"9539",2026-09-02,1.6,52.3,2,0,0.02,0,3.6,108.8,0
"9540",2026-09-02,0.9,36.7,0.9,0,0.012,0,1.8,85.4,0
"9541",2026-09-02,0.5,2.5,3.1,0,0.064,0,3.5,199,0
"9542",2026-09-02,0.8,48.9,3.2,0.001,0,1,4.1,189.5,0
"9543",2026-09-02,1.1,53.4,53.4,0,0.005,0,54.5,9.5,1
"9553",2026-09-02,5.4,10.7,2.2,0.001,0.007,0,7.6,35.8,0
"9554",2026-09-02,3.7,7.9,6.5,0.001,0.012,0,10.3,30.7,0
"9555",2026-09-02,2.5,4.3,3.6,0,0.011,0,6.1,27,0
"9556",2026-09-02,1.9,12.3,1.2,0.001,0.068,0,3.1,25.4,0
"9557",2026-09-02,1.5,11.4,11.4,0.001,0.038,0,12.9,0.4,1
"9558",2026-09-02,0.9,8.9,8.9,0,0,1,9.7,0.4,1
"9559",2026-09-02,0.3,5.4,5.4,0,0,1,5.8,0.1,1
"9560",2026-09-02,0.2,0.2,0.2,0,0.013,0,0.4,4.6,0
"9564",2026-09-02,0.4,2.2,0.5,0.007,0.007,1,0.9,11.2,0
"9565",2026-09-02,0.3,0.5,2.1,0.007,0.031,0,2.4,6,0
"9566",2026-09-02,0.2,0.2,1.7,0.005,0.071,0,1.9,7.5,0
"9567",2026-09-02,0.2,0.2,3.3,0.001,0.275,0,3.5,0.1,1
"9568",2026-09-02,0.2,5.7,7.4,0.001,0.064,0,7.6,0.2,1
"9569",2026-09-02,0.3,5.7,10,0.002,0.001,1,10.3,0.3,1
"9572",2026-09-02,0.5,5.9,5.9,0.001,0.241,0,6.4,100.7,0
"9573",2026-09-02,0.7,5.5,5.5,0,0.252,0,6.2,115.9,0
"9574",2026-09-02,0.5,1.6,4.4,0,0,1,5,0.7,1
"9580",2026-09-02,0.1,0.1,0.1,0,0.505,0,0.2,32.2,0
"9581",2026-09-02,0.1,0.1,0.1,0,0.253,0,0.1,48.2,0
"9588",2026-09-02,0,0.1,0,0.001,0.743,0,0,20.5,0
"9589",2026-09-02,0,0.1,NA,0.005,NA,NA,NA,NA,NA
"9590",2026-09-02,0,0,NA,0.009,NA,NA,NA,NA,NA
"9591",2026-09-02,0,0,NA,0.007,NA,NA,NA,NA,NA
"9592",2026-09-02,0,0.1,NA,0.006,NA,NA,NA,NA,NA
"9593",2026-09-02,0,0.8,NA,0.008,NA,NA,NA,NA,NA
"9735",2026-09-02,9.6,12.2,69.3,0,0,1,78.9,37,1
"9736",2026-09-02,7.5,12.8,87.1,0,0,1,94.7,39.2,1
"9737",2026-09-02,6.4,4,95.4,0.001,0,1,101.8,38.1,1
"9738",2026-09-02,6.5,12.1,102.5,0.001,0,1,109,43.2,1
"9739",2026-09-02,4.9,4,10,0.001,0.062,0,14.9,204.9,0
"9740",2026-09-02,2.6,2.6,49.2,0.001,0.142,0,51.8,7.1,1
"9741",2026-09-02,1.3,1.7,1.7,0.002,0.038,0,3,87.6,0
"9742",2026-09-02,0.9,45.2,1.9,0.001,0.023,0,2.8,83.6,0
"9743",2026-09-02,0.2,44.6,0.8,0.001,0.155,0,0.9,101.2,0
"9744",2026-09-02,0.5,61.7,48.6,0.002,0.001,1,49.1,173.2,0
"9745",2026-09-02,1.3,4.3,63.4,0.003,0.135,0,64.7,0.8,1
"9746",2026-09-02,1.4,0.9,48.7,0.002,0.1,0,50,308,0
"9747",2026-09-02,1.5,2.5,61.2,0.002,0.059,0,62.7,0.6,1
"9748",2026-09-02,1.7,3,94,0.002,0.212,0,95.7,2.3,1
"9749",2026-09-02,1.6,4.6,4.4,0.001,0.171,0,6,135.5,0
"9750",2026-09-02,0.8,38.3,0.9,0.001,0.001,1,1.7,81.9,0
"9751",2026-09-02,0.3,1.8,0.3,0.001,0.014,0,0.5,64.9,0
"9752",2026-09-02,0.4,0.4,34.7,0.001,0.098,0,35.1,255.5,0
"9753",2026-09-02,0,0.2,0.2,0.001,0.845,0,0.2,194.9,0
"9754",2026-09-02,0.5,1.3,0.2,0,0,1,0.8,91.8,0
"9764",2026-09-02,7.1,10.7,2.9,0.001,0.006,0,10,51.6,0
"9765",2026-09-02,4.3,6.7,2.3,0.001,0.006,0,6.5,39.1,0
"9766",2026-09-02,2.5,3.8,14.5,0.001,0.458,0,17,0.2,1
"9767",2026-09-02,1.7,3.4,17.6,0,0.211,0,19.3,1,1
"9768",2026-09-02,0.9,13.4,9.9,0,0,1,10.8,0.2,1
"9769",2026-09-02,0.5,9.6,1.2,0.001,0.167,0,1.7,34.5,0
"9770",2026-09-02,0.7,8.5,0.6,0,0.078,0,1.3,28.1,0
"9772",2026-09-02,0.5,6.3,1,0.006,0.006,1,1.6,21.4,0
"9773",2026-09-02,0.3,2.9,1,0.002,0.008,0,1.3,19,0
"9774",2026-09-02,0.3,0.3,0.4,0.006,0.045,0,0.6,9.9,0
"9775",2026-09-02,0.2,1.1,0.3,0.004,0.013,0,0.5,14.6,0
"9776",2026-09-02,0.1,0.2,0.7,0.001,0.329,0,0.8,51,0
"9777",2026-09-02,0.1,0.1,1.8,0.002,0.165,0,1.9,160,0
"9778",2026-09-02,0.1,0.2,2.6,0.001,0.268,0,2.7,184.9,0
"9779",2026-09-02,0.6,1.4,3.4,0.002,0.002,1,3.9,0.1,1
"9780",2026-09-02,0.6,1.9,13.5,0.001,0.032,0,14,152.8,0
"9781",2026-09-02,0.5,0.7,10.1,0.001,0.156,0,10.6,135.2,0
"9782",2026-09-02,0.6,7.2,7.2,0.001,0.167,0,7.8,82.5,0
"9783",2026-09-02,0.7,6.4,6.4,0.001,0.155,0,7.1,89.8,0
"9784",2026-09-02,0.6,5.9,5.9,0.001,0.107,0,6.5,73.1,0
"9785",2026-09-02,0.5,1.9,5.3,0.001,0.006,0,5.8,1.3,1
"9791",2026-09-02,0.1,0.4,0.3,0,0.347,0,0.4,41.1,0
"9793",2026-09-02,0,0.1,0.1,0,0.05,0,0.1,31.9,0
"9794",2026-09-02,0,0.1,0.1,0,0.167,0,0.1,45.1,0
"9795",2026-09-02,0,0.1,0,0,0.441,0,0.1,36.5,0
"9796",2026-09-02,0,0,0,0,0.714,0,0,47.7,0
"9797",2026-09-02,0,0.1,0.1,0,0.185,0,0.1,159.4,0
"9798",2026-09-02,0,0,0,0,0.428,0,0,25.9,0
"9799",2026-09-02,0,0,0,0.001,0.905,0,0,65.4,0
"9800",2026-09-02,0,0,NA,0.002,NA,NA,NA,NA,NA
"9801",2026-09-02,0,0,NA,0.006,NA,NA,NA,NA,NA
"9802",2026-09-02,0,0,0,0.001,0.461,0,0,5.2,0
"9803",2026-09-02,0,0,0,0.002,0.467,0,0,17.9,0
"9804",2026-09-02,0,0.1,0,0.003,0.611,0,0,13.3,0
"9805",2026-09-02,0,0,0,0.001,0.672,0,0,2,0
"9806",2026-09-02,0,0.1,0,0.002,0.581,0,0,2.1,0
"9946",2026-09-02,6.6,9.3,9.3,0.001,0.001,1,16,0.9,1
"9947",2026-09-02,6.1,9.6,75.3,0.001,0.001,1,81.4,31.5,1
"9948",2026-09-02,6.4,10.8,90,0.001,0,1,96.4,39.5,1
"9949",2026-09-02,5.3,9.9,90.5,0.001,0,1,95.8,40.4,1
"9950",2026-09-02,3.3,7.8,87.5,0.001,0,1,90.8,38.5,1
"9951",2026-09-02,1.8,2.7,84.1,0.002,0.025,0,85.9,18.9,1
"9952",2026-09-02,1.5,3.7,3.7,0.002,0.212,0,5.2,72.2,0
"9953",2026-09-02,1.1,6.1,64.9,0.002,0.143,0,66,244.8,0
